Sensor1	Sensor2	Sensor3	Sensor4	Sensor5	Sensor6	Sensor7	Sensor8	CO	C6H6	NOx	NO2
1039	880	1198	1251	933	9.8	79.4	0.9626	2	7.5	273	113
886	699	1900	1106	766	10.1	75.3	0.9322	1	3.8	157	94
900	701	1955	1127	749	9.1	80.0	0.9299	1	3.8	117	76
844	618	2095	1064	757	8.3	80.4	0.8861	1	2.5	100	63
927	671	2009	1098	792	8.9	79.2	0.9067	1	3.3	135	74
1007	857	1699	1248	921	8.7	80.8	0.9096	1	7.0	301	96
1318	1243	1261	1638	1318	9.0	79.8	0.9203	3	18.1	641	121
1396	1419	1104	1799	1547	9.5	78.3	0.9338	5	24.6	849	145
1337	1288	1192	1648	1516	10.4	76.0	0.9561	4.7	19.7	861	158
1202	1083	1376	1410	1340	11.0	74.4	0.9736	3.2	13.0	629	143
1309	1212	1267	1533	1556	13.8	63.6	0.9959	3.5	17.1	737	182
1351	1278	1249	1623	1582	13.6	65.6	1.0167	4	19.3	712	163
1501	1514	1090	1898	1791	13.7	66.5	1.0380	5.7	28.4	933	178
1426	1375	1143	1751	1631	13.0	73.0	1.0860	5	22.9	836	162
1544	1446	1070	1834	1679	12.7	77.1	1.1251	5.6	25.7	987	171
1566	1474	1049	1887	1681	12.3	79.7	1.1342	6	26.8	985	174
1547	1532	1009	1972	1718	12.3	78.8	1.1279	7.5	29.2	1040	185
1124	1047	1401	1419	1193	12.5	72.6	1.0489	3	11.9	401	126
1090	981	1513	1390	1044	11.8	76.1	1.0544	2.6	10.1	279	113
1034	865	1732	1280	925	11.3	79.9	1.0697	2.1	7.2	280	111
1040	859	1705	1293	889	11.1	84.3	1.1137	1.8	7.1	280	107
1060	877	1648	1313	929	11.3	83.1	1.1089	2	7.5	327	107
1076	903	1627	1330	958	11.6	81.0	1.1082	2.2	8.1	316	102
975	787	1812	1238	844	11.7	77.8	1.0689	2	5.5	223	96
987	796	1789	1254	830	11.7	78.6	1.0813	2	5.7	180	86
889	646	2047	1163	743	12.0	77.4	1.0825	1	2.9	131	70
880	610	2095	1150	711	12.0	78.0	1.0940	1	2.4	101	59
919	711	1667	1195	819	12.4	75.3	1.0813	1	4.0	189	74
1073	867	768	1329	981	12.5	76.4	1.1021	1	7.2	336	89
1435	1341	501	1787	1480	12.9	73.8	1.0937	4	21.6	804	131
1477	1501	444	1972	1691	13.3	70.7	1.0749	5	27.9	860	139
1337	1275	525	1655	1548	14.3	66.1	1.0711	4	19.2	745	145
1308	1191	537	1559	1523	15.4	63.9	1.1071	3	16.4	685	137
1245	1143	569	1531	1406	15.9	62.7	1.1273	3	14.8	639	128
1295	1205	538	1579	1476	16.4	61.9	1.1465	3	16.8	668	128
1338	1208	539	1600	1481	18.0	58.0	1.1901	3	16.9	469	123
1405	1269	500	1735	1534	19.2	57.9	1.2757	4	19.0	605	136
1456	1291	490	1753	1592	18.1	62.1	1.2822	4	19.8	641	137
1516	1423	455	1881	1688	16.7	67.3	1.2707	5	24.8	774	151
1707	1721	375	2260	1940	15.8	70.7	1.2601	8	37.6	1001	171
1816	1851	341	2405	2069	15.4	73.0	1.2688	9	43.9	1184	171
1713	1699	371	2196	1943	15.4	73.0	1.2648	8	36.6	1020	161
1646	1570	401	2049	1846	15.3	73.6	1.2691	7	30.8	964	154
1468	1351	472	1783	1611	15.1	74.3	1.2623	5	22.0	741	127
1443	1323	486	1760	1487	14.2	78.0	1.2540	5	20.9	757	115
1289	1087	587	1515	1208	14.1	81.4	1.3066	3	13.1	564	102
1194	950	667	1433	1043	14.4	82.7	1.3496	3	9.3	434	100
1165	957	661	1452	979	14.1	84.1	1.3461	2	9.4	308	86
986	700	883	1249	768	14.0	84.1	1.3389	1	3.8	133	80
930	623	975	1215	720	13.9	85.1	1.3449	1	2.5	103	74
988	709	897	1267	785	13.8	85.5	1.3469	1	4.0	178	82
1094	857	739	1378	903	13.8	85.3	1.3412	2	7.0	289	96
1528	1328	487	1839	1389	13.7	84.5	1.3202	4	21.1	736	124
1628	1528	416	2081	1649	13.9	83.9	1.3284	6	29.0	928	142
1555	1377	455	1834	1621	14.6	81.6	1.3448	5	23.0	897	154
1290	1084	586	1544	1362	15.8	74.7	1.3336	4	13.0	596	144
1280	1144	555	1599	1624	16.4	72.1	1.3360	3	14.9	481	144
1302	1169	544	1636	1605	16.8	70.3	1.3341	3	15.7	495	139
1332	1242	524	1716	1608	17.9	66.3	1.3499	3	18.1	460	138
1332	1163	548	1664	1522	18.8	62.7	1.3506	3	15.5	445	134
1493	1399	466	1893	1708	19.0	61.6	1.3407	5	23.8	618	150
1648	1612	401	2177	1885	17.7	68.3	1.3713	7	32.6	858	173
1482	1404	463	1883	1657	16.5	71.7	1.3358	5.1	24.0	634	134
1501	1392	476	1832	1645	15.7	72.7	1.2872	4.9	23.6	575	128
1601	1568	422	2111	1729	15.0	74.4	1.2593	6.1	30.7	738	132
1421	1320	496	1804	1556	14.6	75.2	1.2405	6.2	20.9	739	134
1232	1074	606	1504	1317	14.0	75.7	1.2051	3	12.7	472	107
1270	1117	586	1528	1290	13.1	78.7	1.1817	3.4	14.0	542	101
1257	1108	592	1520	1287	12.6	78.4	1.1419	3.5	13.7	577	94
1246	1077	621	1462	1235	12.8	77.9	1.1438	3.2	12.8	568	99
1166	1013	643	1408	1144	12.1	79.4	1.1201	2.9	11.0	451	90
1032	848	751	1266	972	11.4	81.1	1.0928	1.7	6.8	277	71
1034	876	740	1305	968	11.5	81.7	1.1033	1.7	7.4	291	66
1024	822	800	1266	954	12.4	77.1	1.1072	1.3	6.2	277	70
1243	1108	595	1539	1201	12.3	79.0	1.1293	2.8	13.7	510	90
1148	963	680	1395	1017	12.2	83.9	1.1890	2.5	9.6	451	102
1182	994	654	1431	1039	12.2	85.1	1.2079	2.7	10.4	584	102
1015	835	796	1263	911	12.4	80.1	1.1462	1.5	6.5	260	94
1175	1002	668	1422	1059	13.0	77.8	1.1641	2.6	10.6	492	122
1224	1046	630	1476	1213	11.8	86.5	1.1981	3.1	11.9	580	124
1123	916	709	1346	1003	11.9	85.7	1.1912	2.5	8.4	373	103
1187	961	685	1408	1017	11.9	88.7	1.2352	2.6	9.6	497	115
1116	860	758	1316	937	12.3	87.0	1.2422	2.5	7.1	413	107
1131	912	728	1356	987	12.7	84.4	1.2352	2.3	8.3	444	120
1215	1012	653	1441	1131	13.1	81.7	1.2284	3.1	10.9	533	120
1077	852	773	1302	969	13.1	80.4	1.2038	1.9	6.9	325	108
1210	1000	679	1456	1062	13.4	79.9	1.2254	2.5	10.6	439	115
1181	956	689	1400	1058	13.8	76.8	1.2060	3.1	9.4	506	124
1088	851	766	1307	959	14.0	75.9	1.2064	2	6.9	349	109
1054	794	830	1282	887	13.5	78.3	1.2097	1.9	5.6	235	93
1096	826	795	1285	911	13.0	79.2	1.1820	2.4	6.3	378	103
1042	834	808	1267	914	12.4	77.5	1.1115	2	6.5	304	106
887	679	969	1132	786	12.3	71.2	1.0175	1.2	3.4	180	96
862	639	1033	1100	727	12.3	67.5	0.9624	1	2.8	148	81
821	584	1132	1070	686	12.7	65.6	0.9566	0.8	2.0	106	70
797	543	1235	1047	648	12.5	65.9	0.9533	0.6	1.5	87	60
802	538	1237	1042	645	12.4	65.4	0.9426	0.7	1.4	96	63
848	578	1160	1068	679	13.2	62.5	0.9430	0.8	1.9	120	68
863	610	1088	1086	696	13.1	62.4	0.9366	0.9	2.4	130	68
889	661	1001	1115	735	12.9	64.7	0.9564	1	3.1	140	66
969	733	901	1191	803	13.0	67.6	1.0090	1.3	4.4	176	72
1013	795	826	1257	848	13.0	69.7	1.0403	1.7	5.6	209	81
1100	842	774	1296	882	12.0	80.0	1.1167	2.4	6.7	309	89
1019	788	828	1267	812	11.4	83.7	1.1278	1.7	5.5	226	85
1061	887	745	1367	889	12.0	80.8	1.1264	1.8	7.7	246	86
940	692	934	1177	749	11.5	81.0	1.1010	1.5	3.7	208	83
904	640	1022	1152	682	11.3	81.0	1.0851	1.1	2.8	154	77
1120	935	744	1385	922	12.0	78.4	1.0954	2.4	8.9	275	93
987	746	880	1212	833	12.1	75.5	1.0669	2	4.6	281	103
971	734	905	1187	808	12.5	71.9	1.0351	1.5	4.4	237	90
965	733	909	1173	790	12.6	70.5	1.0239	1.7	4.4	225	93
873	641	1025	1120	685	12.5	69.1	1.0003	1	2.8	143	72
892	672	1012	1111	706	13.1	64.3	0.9628	1	3.3	146	73
857	605	1094	1071	636	13.2	62.9	0.9517	1	2.3	115	64
901	662	1034	1127	678	13.3	63.6	0.9673	0.9	3.2	125	66
901	661	1022	1124	714	13.3	65.3	0.9948	1.1	3.1	150	71
857	562	1140	1130	646	11.9	79.6	1.1043	0.6	1.7	78	54
881	602	1034	1157	685	11.8	81.4	1.1238	0.7	2.3	108	58
913	701	926	1219	750	12.0	80.1	1.1231	0.9	3.8	181	72
1012	817	819	1314	878	12.2	78.8	1.1178	1.3	6.1	302	89
1314	1173	589	1627	1238	12.7	77.2	1.1298	3.1	15.8	587	112
1479	1465	471	2018	1572	13.4	74.4	1.1407	5	26.4	712	131
1299	1254	566	1662	1488	15.9	63.4	1.1349	4.7	18.5	698	161
1221	1090	641	1489	1424	18.5	52.9	1.1174	3.2	13.2	576	135
1171	1049	655	1418	1338	18.4	52.6	1.1064	2.5	12.0	438	119
1316	1293	538	1682	1559	19.4	49.8	1.1095	3.8	19.9	562	144
1208	1191	573	1589	1415	19.5	50.1	1.1225	3.3	16.4	467	130
1145	1112	621	1481	1331	20.3	47.5	1.1187	2.5	13.8	323	109
1189	1167	599	1541	1315	18.7	53.0	1.1322	2.7	15.6	391	114
1173	1170	597	1551	1289	17.3	57.1	1.1161	2.9	15.7	379	115
1237	1239	570	1620	1389	16.4	59.5	1.1017	3.1	18.0	387	123
1253	1238	571	1613	1351	15.9	60.8	1.0880	4	17.9	433	138
1155	1126	617	1511	1267	15.5	60.7	1.0591	3.1	14.3	349	123
1175	1077	634	1480	1279	15.3	63.1	1.0872	2.7	12.8	337	112
1001	871	806	1264	1071	16.6	58.5	1.0963	1.7	7.3	245	87
1014	804	871	1233	994	14.6	64.7	1.0677	1.5	5.8	236	79
966	770	900	1206	956	14.0	66.1	1.0500	1.4	5.1	191	74
987	786	901	1220	936	13.0	69.4	1.0364	1.4	5.5	273	75
888	680	985	1138	826	13.1	67.4	1.0101	1.1	3.5	211	70
857	604	1126	1091	740	12.4	68.3	0.9801	0.6	2.3	126	63
886	641	1082	1098	783	14.1	60.6	0.9715	0.8	2.8	146	67
964	730	985	1146	891	12.9	64.2	0.9506	1	4.3	243	71
1230	1070	761	1431	1197	11.7	68.9	0.9439	2.8	12.6	450	98
1236	1203	681	1566	1311	12.5	65.8	0.9538	3.4	16.8	499	114
1322	1219	682	1591	1472	14.5	61.1	1.0007	3.3	17.3	574	130
1407	1292	643	1638	1694	16.9	54.2	1.0371	4.1	19.8	679	155
1357	1339	657	1583	1639	17.4	53.3	1.0528	3.5	21.6	572	141
1289	1239	733	1635	1469	18.8	49.3	1.0581	3	18.0	396	118
1257	1179	818	1545	1415	19.4	47.1	1.0510	3.6	16.0	455	134
1199	1108	818	1450	1250	19.2	47.1	1.0371	3	13.7	423	123
1181	1121	629	1466	1236	17.7	51.5	1.0315	2.6	14.1	356	117
1175	1112	628	1484	1212	16.5	54.6	1.0164	2.6	13.9	350	110
1202	1126	606	1480	1212	15.4	57.9	1.0068	3.1	14.3	359	115
1170	1095	618	1470	1195	15.2	58.4	1.0007	3.2	13.3	358	116
1115	1036	649	1381	1200	14.9	58.4	0.9843	2.4	11.6	289	99
1130	1026	657	1374	1209	14.5	60.4	0.9909	2.6	11.3	359	115
1195	1013	646	1345	1276	14.5	62.3	1.0216	2.4	11.0	355	104
1111	887	720	1262	1132	14.6	60.6	1.0033	1.8	7.7	244	92
1092	855	750	1231	1061	15.0	59.3	1.0045	1.7	7.0	194	84
1111	856	746	1254	1036	14.7	60.3	1.0031	1.9	7.0	176	81
992	731	1035	1149	911	15.3	59.1	1.0191	1.4	4.4	170	77
1080	896	1075	1262	1033	11.6	72.5	0.9916	1.7	7.9	212	75
893	655	990	1097	816	12.0	71.9	1.0030	1	3.1	146	69
923	664	988	1121	822	11.8	71.8	0.9909	0.9	3.2	177	67
950	713	917	1139	841	11.8	71.4	0.9864	1	4.0	172	68
947	666	985	1115	795	12.8	66.3	0.9804	1	3.2	159	68
973	712	923	1157	831	13.2	65.2	0.9841	1.1	4.0	184	69
1111	884	751	1280	1025	13.1	66.2	0.9933	1.7	7.6	310	81
1206	969	701	1365	1178	14.3	63.3	1.0266	2.3	9.8	363	95
1202	958	732	1330	1181	16.0	58.1	1.0482	2.1	9.5	302	92
1261	1022	635	1407	1250	17.3	53.9	1.0562	2.7	11.2	424	113
1102	855	763	1279	1039	17.3	53.3	1.0407	2.3	6.9	258	98
997	742	911	1180	899	16.7	54.7	1.0311	1.2	4.6	179	82
1049	790	870	1183	1019	15.4	58.9	1.0200	1	5.5	221	96
1082	834	800	1207	1057	15.2	58.0	0.9927	1.9	6.5	303	107
1177	987	692	1324	1229	16.2	54.5	0.9956	2.6	10.3	429	119
1166	935	756	1301	1135	16.5	55.3	1.0267	2.4	8.9	357	114
1352	1118	625	1524	1188	14.6	72.1	1.1947	3.5	14.0	438	127
1210	947	697	1404	1060	13.9	76.7	1.2098	3.5	9.2	457	121
1161	909	721	1370	962	13.7	79.3	1.2326	2.2	8.2	355	109
1142	866	815	1329	939	13.8	77.3	1.2169	2.3	7.2	348	107
1054	789	886	1254	864	14.2	71.7	1.1578	1.9	5.5	241	100
926	649	1035	1145	741	14.9	65.7	1.1050	1	2.9	134	83
873	583	1155	1108	642	14.7	67.3	1.1177	0.8	2.0	94	66
803	466	1451	1034	449	14.8	65.5	1.0965	0.4	0.7	33	30
818	463	1509	1046	437	14.4	68.5	1.1158	0.4	0.7	33	29
814	482	1426	1027	457	14.5	62.9	1.0335	0.4	0.8	57	41
832	530	1346	1027	512	14.6	56.7	0.9358	0.6	1.3	112	63
1091	882	844	1288	931	15.0	55.3	0.9338	1.9	7.6	358	114
1019	874	1113	1235	905	14.5	56.5	0.9306	2	7.4	287	114
937	750	1386	1141	790	14.3	55.4	0.9005	1.4	4.7	263	102
950	786	1038	1145	850	14.7	52.5	0.8716	1.4	5.4	282	101
962	785	993	1161	870	15.5	51.7	0.9033	1.5	5.4	286	103
969	812	989	1189	842	14.9	53.4	0.8998	1.6	6.0	259	100
1010	863	915	1257	886	15.2	51.0	0.8762	1.8	7.1	265	95
946	780	945	1142	801	15.2	50.1	0.8580	1.4	5.3	249	99
988	865	876	1190	895	15.6	46.6	0.8176	1.7	7.2	268	102
948	799	1539	1145	827	14.8	48.4	0.8069	1.7	5.7	226	105
1045	960	1376	1259	972	14.6	48.0	0.7902	2.3	9.5	301	118
1114	1057	777	1301	1079	15.1	45.4	0.7759	3.2	12.2	388	135
1006	987	1028	1247	964	14.5	45.4	0.7458	2.6	10.3	285	124
889	738	1379	1061	743	13.4	48.1	0.7374	1.6	4.5	197	100
792	583	1972	946	517	12.3	48.7	0.6931	0.8	2.0	105	66
808	572	1729	954	468	12.0	51.2	0.7179	0.7	1.8	88	57
814	574	1613	965	461	11.9	54.6	0.7589	0.6	1.9	92	58
827	636	1485	980	483	13.7	45.0	0.6991	0.7	2.7	88	59
801	633	1489	940	482	14.7	37.5	0.6220	0.7	2.7	90	60
709	437	2559	787	324	12.0	37.3	0.5239	0.3	0.5	31	27
734	478	2294	805	378	11.7	38.1	0.5223	0.4	0.8	51	39
770	533	2683	839	480	11.5	38.0	0.5159	0.5	1.4	100	63
919	795	2327	998	822	12.3	35.8	0.5086	1.4	5.6	315	110
996	998	2318	1136	1060	12.9	34.5	0.5102	2.4	10.6	417	128
925	866	2542	1013	916	14.4	30.2	0.4911	1.8	7.2	328	122
883	821	886	967	844	16.2	26.2	0.4789	1.5	6.2	304	111
884	822	909	968	807	17.1	23.5	0.4530	1.5	6.2	300	110
920	903	849	1011	853	18.1	21.3	0.4396	1.8	8.1	306	114
941	941	837	1036	884	18.8	20.0	0.4278	2.1	9.0	342	114
934	914	873	1016	834	18.1	20.8	0.4274	1.7	8.4	324	111
929	928	842	1001	893	17.6	19.9	0.3952	2.3	8.7	327	116
972	1043	764	1083	1037	16.0	20.8	0.3757	2.9	11.8	404	148
1073	1195	675	1249	1244	14.6	23.7	0.3903	4	16.5	575	177
1050	1260	662	1256	1269	13.7	22.9	0.3581	4.2	18.7	539	164
980	1132	742	1102	1125	12.8	21.7	0.3182	3.5	14.5	460	151
872	900	918	910	946	12.7	21.3	0.3119	2.6	8.0	386	147
802	743	1051	826	751	12.8	22.5	0.3309	1.3	4.6	202	110
792	674	1122	810	670	12.6	23.4	0.3408	1	3.4	162	99
857	753	1034	860	754	12.4	24.0	0.3443	1.6	4.8	261	116
856	734	1041	853	781	12.5	24.0	0.3462	1.6	4.4	263	121
869	702	1019	891	842	11.9	32.4	0.4489	1.1	3.8	159	103
834	632	1102	871	746	11.5	34.2	0.4621	0.8	2.7	111	83
860	616	1105	873	754	10.5	37.8	0.4799	0.8	2.4	104	76
909	728	933	948	905	7.8	47.4	0.5046	1	4.3	221	107
955	772	1030	957	960	9.3	43.1	0.5062	1.2	5.2	243	106
1035	914	947	1064	1080	8.2	46.8	0.5091	1.7	8.4	356	124
1087	1121	711	1177	1209	10.7	34.2	0.4390	2.4	14.1	429	134
1101	1083	692	1130	1243	14.4	28.2	0.4593	2.8	13.0	518	147
1135	1100	679	1161	1273	17.4	23.3	0.4599	2.9	13.5	460	146
1095	1067	702	1152	1216	17.8	23.6	0.4766	2.6	12.5	389	133
986	931	815	1011	976	18.3	19.5	0.4044	2.3	8.8	362	120
991	940	816	1035	973	18.9	18.9	0.4091	2.3	9.0	337	117
926	815	931	945	827	18.4	19.7	0.4117	1.7	6.1	254	109
974	891	857	1005	912	17.8	21.0	0.4234	2	7.8	281	112
1042	1031	756	1094	1084	16.1	23.4	0.4248	2.5	11.5	369	131
1006	1005	781	1071	1045	14.9	24.9	0.4178	2.4	10.7	350	133
979	946	826	1018	1026	14.6	24.6	0.4054	2	9.2	323	138
1072	1011	762	1075	1172	14.2	26.8	0.4332	2.3	10.9	340	142
1217	1037	669	1167	1452	13.3	38.7	0.5867	2.9	11.6	443	138
1124	939	737	1126	1317	11.2	45.1	0.6004	2	9.0	292	118
1152	1036	670	1206	1365	8.8	52.5	0.5969	2.5	11.6	372	120
1216	1039	685	1183	1378	8.6	54.3	0.6060	3	11.7	443	132
1095	1024	708	1219	1246	8.1	53.2	0.5746	2.4	11.3	360	121
1099	994	715	1164	1186	6.8	57.8	0.5768	2.6	10.4	401	117
1091	971	703	1148	1187	5.4	64.1	0.5772	2.1	9.8	273	102
955	804	843	1017	1007	5.6	61.6	0.5656	1.7	5.8	199	95
975	859	777	1043	1019	4.2	69.0	0.5737	1.5	7.0	177	81
909	709	936	953	921	4.8	64.6	0.5630	1.3	4.0	206	95
992	853	821	1052	1038	4.0	69.0	0.5661	1.9	6.9	323	111
1018	889	780	1085	1105	4.9	66.3	0.5786	2	7.7	392	118
1100	974	728	1131	1208	9.4	48.7	0.5748	2.7	9.9	420	130
1101	934	751	1085	1208	12.6	39.9	0.5804	2.4	8.9	333	116
1148	1025	701	1165	1282	14.4	35.3	0.5763	2.7	11.3	395	128
1253	1108	633	1253	1494	15.1	37.4	0.6374	3.2	13.7	478	156
1229	1075	638	1226	1500	16.0	35.8	0.6456	3.4	12.7	470	169
1250	1133	629	1274	1463	17.5	30.8	0.6095	3.2	14.5	508	168
1432	1251	547	1396	1722	17.2	34.2	0.6669	4.3	18.4	596	178
1530	1352	491	1550	1934	14.3	45.8	0.7452	5	22.0	694	178
1604	1438	466	1650	2018	12.2	53.9	0.7617	6.3	25.4	968	188
1352	1191	570	1362	1796	11.6	51.2	0.6965	4.6	16.4	658	169
1235	1065	640	1213	1594	11.3	50.1	0.6720	3.1	12.4	409	133
1127	962	751	1120	1389	10.6	51.2	0.6541	2.6	9.6	345	125
1073	860	896	1058	1238	9.6	51.7	0.6163	2.1	7.1	230	110
1074	867	888	1064	1221	8.7	55.2	0.6225	2.1	7.2	285	112
1133	951	825	1156	1254	7.9	60.2	0.6432	2.5	9.3	310	112
1021	808	961	1048	1098	7.9	59.2	0.6331	2	5.9	224	102
995	807	978	1056	1044	6.7	64.6	0.6381	1.8	5.9	213	90
868	567	1238	919	823	6.4	63.3	0.6123	0.7	1.8	91	64
921	655	1001	972	908	6.4	64.4	0.6204	0.9	3.1	178	81
1041	846	829	1112	1076	5.6	68.9	0.6328	1.5	6.8	351	106
1275	1193	596	1389	1393	6.4	65.6	0.6348	3.4	16.4	587	140
1238	1202	748	1382	1429	7.3	61.4	0.6306	3.4	16.7	475	138
1288	1220	937	1391	1594	9.6	53.7	0.6409	3.2	17.3	576	165
1422	1362	775	1509	1956	12.0	45.9	0.6421	4.8	22.4	920	214
1293	1236	784	1370	1872	12.7	44.4	0.6512	3.5	17.9	710	178
1410	1363	690	1515	2014	13.9	42.8	0.6761	4.1	22.4	696	187
1425	1386	691	1536	1978	15.0	41.4	0.7016	4.8	23.3	744	203
1590	1503	575	1559	2257	16.0	38.7	0.6987	4.4	28.0	743	204
1520	1552	568	1615	2104	16.0	38.6	0.6952	4.5	30.1	801	198
1595	1628	495	1822	2140	14.1	44.9	0.7194	5.9	33.4	1014	218
1881	1983	334	2271	2523	12.6	55.9	0.8142	9.9	50.8	1479	269
1633	1677	400	1880	2188	11.7	60.8	0.8336	6.9	35.6	1018	217
1391	1338	509	1514	1816	11.5	60.9	0.8249	4.3	21.5	729	183
1263	1164	581	1338	1587	10.6	64.1	0.8182	2.9	15.5	508	147
1147	1012	665	1214	1381	10.1	66.2	0.8185	2	10.9	347	120
1103	928	715	1174	1287	9.0	70.1	0.8036	1.7	8.7	327	112
1071	873	739	1150	1193	8.6	70.5	0.7915	1.9	7.4	339	107
1137	975	687	1234	1223	7.6	74.3	0.7783	2	9.9	358	103
1066	907	728	1174	1122	6.9	76.1	0.7590	1.9	8.2	377	97
895	663	977	1007	866	6.8	75.4	0.7475	0.8	3.2	165	74
885	655	996	1015	848	6.6	75.3	0.7378	0.7	3.0	145	68
964	784	824	1080	959	6.0	77.3	0.7262	1.1	5.4	282	92
1088	927	715	1196	1154	6.0	76.7	0.7220	1.7	8.7	494	111
1274	1160	587	1412	1373	6.9	73.7	0.7348	3.1	15.4	606	133
1406	1483	478	1767	1708	7.6	70.6	0.7371	4.4	27.2	581	139
1521	1568	440	1843	2097	9.3	64.2	0.7544	5.6	30.7	920	192
1408	1412	484	1608	2056	11.7	55.7	0.7630	4.4	24.3	811	192
1377	1342	499	1546	2006	12.9	54.1	0.8003	4.4	21.7	786	206
1470	1450	481	1706	2015	14.0	53.0	0.8451	4.7	25.8	677	182
1416	1346	609	1570	1945	15.1	50.2	0.8552	4.2	21.8	612	192
1383	1314	785	1538	1793	16.7	47.3	0.8883	3.3	20.6	524	188
1574	1483	460	1778	1962	16.8	48.4	0.9175	5.1	27.2	775	186
1325	1191	564	1542	1389	13.3	68.0	1.0376	3.3	16.4	403	130
1316	1099	610	1451	1268	13.2	72.8	1.0984	3.1	13.4	412	137
1170	906	707	1317	1046	12.6	76.5	1.1106	2.4	8.2	322	125
1061	800	819	1232	862	12.6	74.3	1.0843	1	5.7	200	106
1109	855	787	1220	866	12.9	72.1	1.0658	2.1	7.0	244	121
1025	794	848	1202	788	13.1	70.5	1.0594	1.4	5.6	199	101
1086	769	822	1196	857	12.4	73.8	1.0574	1.4	5.1	190	100
1034	719	858	1189	845	11.8	76.3	1.0547	1	4.2	153	86
1065	816	777	1245	873	10.8	80.0	1.0367	1.3	6.1	215	90
988	774	842	1189	841	10.4	77.3	0.9709	1	5.2	206	89
986	785	842	1173	853	10.0	76.2	0.9332	1.1	5.4	225	96
1136	1015	702	1287	1063	9.4	67.7	0.8018	2.1	11.0	416	125
1256	1184	582	1448	1276	9.3	71.2	0.8325	3.2	16.1	613	143
1228	1170	596	1375	1332	12.6	54.0	0.7840	3.3	15.7	567	153
956	931	799	1046	1015	16.1	28.5	0.5164	2.3	8.8	409	140
781	704	1062	842	594	16.6	19.9	0.3728	1	3.9	183	92
759	699	1223	799	501	15.9	18.2	0.3255	0.8	3.8	140	78
722	671	1596	737	448	14.3	18.4	0.2991	0.8	3.3	133	68
699	613	1731	682	387	15.0	16.3	0.2749	0.6	2.4	115	64
755	690	1653	750	467	14.9	17.1	0.2875	0.9	3.6	157	80
746	684	1301	764	484	13.2	18.8	0.2837	0.8	3.5	149	81
784	744	1080	802	608	12.4	19.6	0.2797	1.2	4.6	219	102
931	972	868	974	953	11.9	21.3	0.2957	2.1	9.9	424	132
1112	1267	671	1250	1307	11.1	24.8	0.3264	3.9	19.0	659	162
1133	1215	674	1196	1415	10.1	29.7	0.3666	4.4	17.2	727	179
886	917	908	901	1023	10.2	23.8	0.2955	2	8.4	398	148
993	1030	805	1005	1154	9.4	27.4	0.3239	2.3	11.4	414	146
1215	1167	664	1181	1426	7.9	39.0	0.4154	3.6	15.6	600	164
1160	1083	706	1114	1363	7.6	40.6	0.4273	3.9	13.0	596	162
928	819	919	923	1006	6.4	43.7	0.4242	1.6	6.2	225	118
840	649	1044	869	799	3.3	53.5	0.4180	1	3.0	126	79
848	612	1169	852	703	4.8	49.9	0.4325	0.8	2.4	83	62
828	660	1078	881	781	2.2	60.1	0.4361	0.7	3.1	156	85
847	698	1034	905	815	2.5	59.3	0.4401	1	3.8	240	110
868	665	1067	865	800	3.2	55.7	0.4344	1	3.2	186	99
970	819	923	959	926	5.0	48.8	0.4290	1.5	6.2	224	101
1077	963	761	1081	1151	5.8	49.8	0.4613	2.5	9.6	386	129
1058	962	778	1058	1153	6.0	47.6	0.4488	2.6	9.6	397	132
1136	1067	702	1143	1298	7.4	44.6	0.4613	3.2	12.5	477	148
1228	1068	658	1264	1238	5.2	73.1	0.6535	3	12.5	405	134
1235	1118	612	1354	1222	4.8	81.4	0.7055	3.4	14.0	453	148
1217	1036	661	1260	1171	4.7	82.3	0.7105	3.3	11.6	459	146
1298	1082	642	1287	1237	4.7	82.8	0.7157	3.6	13.0	452	148
1327	1219	582	1453	1366	4.7	83.4	0.7177	5.5	17.3	579	175
1293	1136	631	1365	1278	5.2	83.1	0.7411	4.5	14.6	542	170
1353	1187	599	1424	1293	5.5	84.1	0.7657	4.7	16.2	601	173
1254	1111	630	1360	1198	5.8	84.5	0.7822	4.3	13.8	521	151
1189	999	680	1286	1115	6.2	84.1	0.8018	3.2	10.6	411	129
1183	944	731	1226	1092	6.6	83.3	0.8183	2.9	9.1	382	126
1185	966	711	1250	1104	6.8	82.8	0.8216	3.1	9.7	421	127
1098	859	792	1211	1006	8.2	78.4	0.8561	2.8	7.0	362	118
938	639	1020	1059	777	9.7	70.9	0.8539	1.2	2.8	104	83
839	536	1229	970	600	9.3	65.9	0.7757	0.8	1.4	69	60
784	479	1365	905	477	8.8	62.9	0.7154	0.6	0.8	41	37
779	466	1393	881	454	8.6	58.8	0.6603	0.6	0.7	46	39
883	625	1069	997	630	9.2	55.9	0.6521	1	2.6	118	70
970	776	873	1059	858	8.4	57.7	0.6376	3.2	5.3	295	108
1012	861	785	1133	951	8.5	60.4	0.6713	3.6	7.1	311	119
934	766	878	1047	836	8.9	57.4	0.6575	2.9	5.0	269	111
888	700	956	999	721	9.2	55.8	0.6479	2.4	3.8	225	106
918	737	1007	1030	703	9.6	53.9	0.6425	2.5	4.5	220	105
901	747	1001	1020	657	9.6	52.4	0.6276	2.6	4.7	216	114
857	708	972	983	581	9.7	49.8	0.5998	2.3	3.9	162	93
838	699	1015	944	546	9.4	44.9	0.5296	2.2	3.8	152	89
